golden_id,dyad_id,target_tweet_id,target_text,prior_context,subsequent_customer_context,rule_hint,human_intent,human_secondary_intent,human_confidence,human_notes,taxonomy_issue,adjudication_status
G174,VT-875558-327888,875566,@VirginTrains disgusting disability assistance services today at London Euston to Liverpool Southpark Way,,"[C Fri Oct 20 18:19:06 +0000 2017] @VirginTrains Yes the booking was made with assistance as two gentlemen travelling have wheelchairs, currently on the 17.33 train as they would not put us || [C Fri Oct 20 18:19:35 +0000 2017] @VirginTrains On our original booked train at 17.07 || [C Fri Oct 20 18:34:06 +0000 2017] @VirginTrains Because the assistance did not arrive to let us on even though at 1 point I was speaking with 3 staff  non of whom would put the ramp down || [C Fri Oct 20 18:39:25 +0000 2017] @VirginTrains Yes I will be doing, asap!",none,onboard_experience,,high,"[ADJUDICATED] Disability-assistance failure, concrete staff/service issue.",none,adjudicated
G175,VT-610552-145923,610554,"@VirginTrains you should be ashamed of the prices, cheaper to Fly!  #virgintrains fly don’t by #virgintrains https://t.co/PWfbG2ZFzU",,"[C Wed Nov 22 19:05:30 +0000 2017] @VirginTrains The question is have you tried?? It’s still disgustingly over priced, that’s what happens when you monopolies the market!! https://t.co/hA0u82fZmz",none,general_feedback,,medium,"[ADJUDICATED] Fare-level vent, no ask.",none,adjudicated
G176,VT-1609662-494173,1609664,"@VirginTrains are a joke, missing the whole @124069 game because of ‘signalling’ problems and stop at Birmingham from r no reason!",,[C Sun Nov 05 10:44:01 +0000 2017] @VirginTrains @124069 Sorry doesn’t get my money back unfortunately for my spurs tickets! Even staff said nobody was traveling to linchfield! Absolute joke,general_feedback,delay_status,,medium,"[ADJUDICATED] Signalling-delay report with missed-event impact, no ask.",none,adjudicated
G177,VT-650800-274766,650802,"@VirginTrains we are in a coach to Lancaster, trying to get to Glasgow. Will we get there?? And will you organise a taxi for onward travel? Will miss last connection ... 😩😩😩",,[C Wed Nov 22 21:32:50 +0000 2017] @VirginTrains Thank you,none,rebooking_alternative_route,,high,[ADJUDICATED] Explicit onward-travel/taxi asks.,none,adjudicated
G178,VT-1632573-499556,1632575,@VirginTrains please help I travel tomorrow and I've changed my payment card and it wouldn't let me print my tickets for travel tomorrow,,[C Sun Nov 05 23:19:21 +0000 2017] @VirginTrains 30 minute wait and no answer,none,booking_ticket_issue,,high,[ADJUDICATED] Ticket-printing/payment-card problem.,none,adjudicated
G179,VT-813062-313743,813064,Brilliant from @VirginTrains here - double booking all the seats on the Liverpool to Euston train. 👏👌 Pure murder on the trains between people who have the same seat reservations and no Virgin staff around to explain or help.,,"[C Sat Nov 25 22:15:15 +0000 2017] @VirginTrains It was the 8:47am from Liverpool Lime Street to London Euston. Seat signs not working when we got on, several people had the same seats on tickets. Even once seat signs worked, every stop it came to people had the same seats booked and were arguing on the train.",booking_ticket_issue,booking_ticket_issue,,high,"[ADJUDICATED] Double-booked seat reservations, concrete.",none,adjudicated
G180,VT-2686435-356088,2686437,"@VirginTrains Didn’t realise I was travelling in style to London with Ryan Giggs, no doubt featuring on @648837 with @693412😎",,"[C Tue Oct 31 17:48:14 +0000 2017] @VirginTrains @648837 @693412 Great, all done- nice smooth transition back to the sunny south; all we need now is a win for @150729 against @79239 #champions",none,general_feedback,,low,"[ADJUDICATED] Celebrity-spotting banter, no need.",none,adjudicated
G181,VT-847408-321414,847414,@VirginTrains hi I've got mobile tickets but my phone is not charging.. is there anything i can do in case it doesn't turn on?! travel @ 7pm,,"[C Fri Oct 20 14:31:07 +0000 2017] @VirginTrains Hi there no I'm travelling alone. Its on charge now, but i wondered if theres anything I can do as it's still a few hours to go... || [C Fri Oct 20 14:35:28 +0000 2017] @VirginTrains thanks but that doesn't really help me! what can i do? i don't really want to be buying another ticket. will going to the station help?",none,booking_ticket_issue,,high,[ADJUDICATED] Mobile-ticket phone-battery contingency ask.,none,adjudicated
G182,VT-1665922-507548,1665924,"A very, very long wait on a premium line today ☎️👎🏼 Very bad service @VirginTrains @127472",,[C Mon Nov 06 10:59:40 +0000 2017] @VirginTrains @127472 Calling on behalf of a school who do not have the time or financial resources to waste on this 😡 || [C Mon Nov 06 11:15:49 +0000 2017] @VirginTrains @127472 Sales - 0871 977 4222 || [C Mon Nov 06 11:55:13 +0000 2017] @VirginTrains @127472 So no one is going to help me? || [C Mon Nov 06 13:27:08 +0000 2017] @VirginTrains Why am I contact the SALES team? 🤦‍♀️ Have used another provider now,none,general_feedback,,medium,"[ADJUDICATED] Premium-line wait complaint, no new ask.",none,adjudicated
G183,VT-2645500-213753,2645502,Got @VirginTrains Reservation with booking ref but no collection ref #confused,,[C Fri Nov 17 20:07:06 +0000 2017] @VirginTrains Sent in a message,booking_ticket_issue,booking_ticket_issue,,high,[ADJUDICATED] Booking ref without collection ref.,none,adjudicated
G184,VT-1183092-396084,1183103,@virgintrains The 8:30 Birmingham to Euston is far too hot. We are all dying.,,"[C Sun Oct 15 20:51:57 +0000 2017] @VirginTrains Given the number of complaints on board I'd say it's about time. I trust you'll also bring around bottled water? || [C Sun Oct 15 20:53:36 +0000 2017] @VirginTrains You could just compensate us all instead, that is if we make it to our destinations without passing out 😌 || [C Sun Oct 15 21:04:10 +0000 2017] @VirginTrains Coach C is still sweltering. I think we're above the temperature at which you can legally transport cattle now. || [C Sun Oct 15 21:04:49 +0000 2017] @VirginTrains Can I have the name of the train manager please? I'd like to lodge a complaint. || [C Sun Oct 15 21:07:10 +0000 2017] @VirginTrains Well, there has been no communication to passengers on board the service, which is the least you could do. Worst journey I've ever made. || [C Sun Oct 15 21:07:52 +0000 2017] @VirginTrains Still none of that water, either. It's not ",none,onboard_experience,,high,"[ADJUDICATED] Overheating report, concrete.",none,adjudicated
G185,VT-845665-284932,845668,"@VirginTrains do it again! Late into Euston, not enough time to get the tube to get to liverpool street for connecting train to Norwich. Had to resort to £17.80 taxi ride, the greatest driver ever thank god and a nice run getting there with about 2 seconds to go. #useless",,[C Sat Nov 25 10:11:52 +0000 2017] @VirginTrains You reply with a useless tweet. Sums it up perfectly.,general_feedback,delay_status,,medium,[ADJUDICATED] Sarcastic lateness report with taxi cost; no explicit refund ask so no secondary.,none,adjudicated
G186,VT-2313252-282125,2313254,@VirginTrains - I just wanted to commend your train manager on the 13:28 Euston - Glasgow service (he got off at Preston) for his work and patience with a highly abusive passenger who was removed by Police. 👍,,[C Sun Nov 26 16:48:32 +0000 2017] @VirginTrains He showed great restraint and remained very professional throughout. I do hope this feedback reaches him! It wasn’t a nice experience for him.,none,general_feedback,,high,[ADJUDICATED] Train-manager commendation.,none,adjudicated
G187,VT-2822016-126885,2822026,@VirginTrains Morning HQ 👋 nearly finished mine,,[C Mon Nov 27 09:08:22 +0000 2017] @VirginTrains thank God for #CyberMonday https://t.co/rILseewJkN,none,general_feedback,,low,"[ADJUDICATED] Banter fragment, no content.",none,adjudicated
G188,VT-46261-273898,46279,@VirginTrains My wife is going to Preston from Euston departed  1548 any news? She can’t her your announcements on the train!,,"[C Wed Nov 22 18:49:02 +0000 2017] @VirginTrains Yes left a few minutes late they have just left Warrington quay || [C Wed Nov 22 18:52:15 +0000 2017] @VirginTrains What is your update - I am having to text her as she can’t get you on Twitter as your Wi-fi is so slow on the train || [C Wed Nov 22 18:52:40 +0000 2017] @VirginTrains Ok she is getting off at Preston anyway || [C Wed Nov 22 18:55:00 +0000 2017] @VirginTrains She is getting a cab to her destination, what is the eta? She will want to book a cab",none,live_departure_info,,medium,[ADJUDICATED] Third-party status ask (wife on train).,none,adjudicated
G189,VT-1324074-429864,1324155,@VirginTrains My daughter is at Euston travelling to Liverpool @ 14.07 is that train due to run?,,[C Fri Oct 27 12:21:51 +0000 2017] @VirginTrains Ok thanks.,none,live_departure_info,,high,[ADJUDICATED] Confirmed on fresh review.,none,adjudicated
G190,VT-2497954-232782,2497980,"@120576 Please can you update me on this, still waiting for refund, thanks https://t.co/4yUTIOwj3o",,"[C Mon Oct 30 03:26:52 +0000 2017] @120576 @VirginTrains Yes but haven't heard back, last contacted them on Friday, it says they're available 24/7 so thought I'd better try a different avenue || [C Mon Oct 30 03:30:27 +0000 2017] @VirginTrains @120576  https://t.co/gSvxo0sDN1 || [C Mon Oct 30 03:35:58 +0000 2017] @VirginTrains @120576 Weds at 10pm, then again Friday at 5:43pm to ask for an update || [C Mon Oct 30 03:42:55 +0000 2017] @VirginTrains @120576 Will DM || [C Mon Oct 30 08:08:19 +0000 2017] @120576 @VirginTrains Yes weeks ago, I didn't use them as I'd rearranged the times &amp; one of the dates of travel || [C Mon Oct 30 08:31:30 +0000 2017] @120576  https://t.co/wgpdWAiDZe || [C Mon Oct 30 08:31:40 +0000 2017] @120576 I sent them where I was told to || [C Mon Oct 30 08:40:07 +0000 2017] @120576 @VirginTrains How would I know that? I asked, I was told what to do. The tickets wi",refund_delay_repay;general_feedback,refund_delay_repay,,high,"[ADJUDICATED] Refund-status chase (cross-brand mention, clear ask).",none,adjudicated
G191,VT-924768-339463,924779,Glad my train tickets to @339464 have arrived. 6 minutes before I'm meant to be on the train :) thanks @VirginTrains @126705 https://t.co/sjmxvM04wm,,"[C Sat Oct 21 11:36:38 +0000 2017] @VirginTrains @339464 well it isn't, because i'm obviously not gonna get from my house to the train station in 6 minutes am I? || [C Sat Oct 21 11:41:39 +0000 2017] @VirginTrains @339464 No i'm not, how do I go about sorting out a full refund? There is no possible way I could've made this train || [C Sat Oct 21 13:26:59 +0000 2017] @340869 @VirginTrains @339464 yeah very quick to crack close call jokes, yeah mate need a refund... everyones just out of office apaprently || [C Sat Oct 21 14:06:52 +0000 2017] @340870 @340869 @VirginTrains @339464 cos I didn't get the option to do so?? || [C Sat Oct 21 14:07:32 +0000 2017] @VirginTrains @339464 @120576 right.. so... https://t.co/JePzzRfGWz",general_feedback,booking_ticket_issue,,medium,[ADJUDICATED] Sarcastic late-ticket-delivery report; concrete booking problem.,none,adjudicated
G192,VT-2348681-444636,2348687,"@VirginTrains Hallelujah. As long as I get to my hotel before dinner service ends I will be happy. 🐷🐷🐷
Does the 16.47 from Liverpool to Euston that is now the delayed 17.47 qualify for a refund of my ticket?",,"[C Mon Nov 13 18:13:57 +0000 2017] @VirginTrains Thanks CB, we just left Liverpool 😊",delay_status;refund_delay_repay,refund_delay_repay,delay_status,high,[ADJUDICATED] Explicit refund-eligibility ask; delay background.,none,adjudicated
G193,VT-2482811-173280,2482820,"POLL 📊
Going to London on @VirginTrains soon but do I go from Chester or Liverpool?",,"[C Sun Oct 29 23:34:57 +0000 2017] @VirginTrains I know, pendos are my favourite train 😍 but never been on a voyager so would like to experience that... 😂 || [C Sun Oct 29 23:37:44 +0000 2017] @309371 @VirginTrains 😍😍😍 https://t.co/igoeSJePzK || [C Sun Oct 29 23:38:29 +0000 2017] @309371 @VirginTrains Sorry for bad cropping ! It's a screenshot from my instagram 😂 || [C Sun Oct 29 23:39:58 +0000 2017] @VirginTrains What would you recommend SB? https://t.co/paySqg4xDV || [C Sun Oct 29 23:42:55 +0000 2017] @VirginTrains So hard 😫 Maybe Chester-Crewe on voyager then board a pendo to London 😂 || [C Sun Oct 29 23:43:10 +0000 2017] @309371 @VirginTrains Thanks 😂 ^JN || [C Sun Oct 29 23:48:11 +0000 2017] @309371 @VirginTrains 😂",none,general_feedback,,low,"[ADJUDICATED] Poll/engagement bait, no support need.",none,adjudicated
G194,VT-1207758-266539,1207761,"@VirginTrains 
Respect I held for you is now diminished as you let a 19 year be spoken to by the most abrupt, unhelpful agent new tic £74",[C Wed Oct 25 09:49:56 +0000 2017] @VirginTrains Still no resolution 35 days later joke,,none,onboard_experience,,medium,"[ADJUDICATED] Abrupt-agent conduct complaint, concrete staff issue.",none,adjudicated
G195,VT-1611840-494667,1611842,"@VirginTrains Hi there, sent an online query on 31st August via your website, should I have heard anything back by now? Thank you 🙂","[C Sun Nov 05 11:26:38 +0000 2017] @VirginTrains Still awaiting a reply to my email sent on 28th September... 😕😕 || [C Sun Nov 05 12:35:55 +0000 2017] @VirginTrains Hi there, no, can't see a VT ref no. in any of the replies I've had so far || [C Sun Nov 05 12:56:23 +0000 2017] @VirginTrains __email__ - I've had 2 replies to my original query but no response to my last email dated 28th September",[C Sun Sep 10 09:53:23 +0000 2017] @VirginTrains Wow thank you for such a fast response!! All I've got so far is an email saying 'thank you for your enquiry'.,general_feedback,general_feedback,,medium,[ADJUDICATED] Chasing unanswered online query; no new actionable ask.,none,adjudicated
G196,VT-2624485-130372,2624487,@VirginTrains Wow - A trolley service in Standard Class on the 0840 GLC-EUS.  First time in 8 months of biweekly travel seen one,[C Mon Oct 30 22:41:56 +0000 2017] @VirginTrains your trial seems to have been short lived.  No trolley on 1915 Birmingham to Glasgow,,none,onboard_experience,,medium,"[ADJUDICATED] Sarcastic catering observation, concrete food-service topic.",none,adjudicated
G197,VT-2144386-630469,2144401,"So @127472 not only are your @VirginTrains a rip off, the staff are a disgrace

Watch this, give it a RT please + let me explain 😡 https://t.co/siAmyNt78R",,"[C Thu Sep 07 13:50:03 +0000 2017] @127472 @VirginTrains I went for food and think I have left my wallet out on the table (my fault) and it's been taken.  Thankfully I had already bough my ticket || [C Thu Sep 07 13:50:55 +0000 2017] @127472 @VirginTrains Using the Trainline app.  When i activated the ticket to board the train they asked to see my railcard. I realised it must be in the cafe so || [C Thu Sep 07 13:51:48 +0000 2017] @127472 @VirginTrains I ran back to the cafe to look for it. It wasn't there  I ran back and explained that I had lost my wallet. The Virgin staff said 'tough, I || [C Thu Sep 07 13:52:33 +0000 2017] @127472 @VirginTrains You need to go but another ticket'  I explained that would be impossible as I don't have my wallet now.  She then said, how do we know you || [C Thu Sep 07 13:53:30 +0000 2017] @127472 @VirginTrains You are disabled and have a rail card.  I re",none,general_feedback,,medium,"[ADJUDICATED] Fares + staff vent with video promo, no specific ask.",none,adjudicated
G198,VT-755694-300629,755712,@VirginTrains not giving out l drinks again when train nearly an hour late. About time your 18.10 Holyhead staff learnt your own charter.,,"[C Thu Sep 28 18:13:38 +0000 2017] @VirginTrains I’ve discussed it fully with the shop assistant in Coach D and she was not having it. || [C Thu Sep 28 18:21:54 +0000 2017] @VirginTrains Ok thanks, just not a nice way to treat long standing customers and has happened several times recently. Has been a bad week for delays. || [C Thu Sep 28 19:39:48 +0000 2017] @VirginTrains There is no comments box on that web form. How am I supposed to make a complaint? || [C Wed Oct 11 18:09:24 +0000 2017] @VirginTrains It’s happened again on 18.10, challenged onboard staff about it and told no. More than a one-off now. || [C Wed Oct 11 18:49:43 +0000 2017] @VirginTrains Thanks for the reply (not) 😕 Poor customer service from train crew. 70 mins late so far and still crawling slowly. No announcements either. || [C Wed Oct 11 18:54:19 +0000 2017] @VirginTrains Thanks I’m well aware of delay repay, but wh",none,onboard_experience,,high,"[ADJUDICATED] Drinks-withholding during delay, concrete catering issue.",none,adjudicated
G199,VT-473743-227808,473750,@VirginTrains slight technical hitch you forgot coach K - complimentary  upgrade to 1st? https://t.co/WQ7MpHLJfs,,"[C Sat Sep 23 16:12:18 +0000 2017] @VirginTrains The man on the platform said there's a cost attached. Weve travelled from Bruges, we're tired and sore and this was the last thing we needed || [C Sat Sep 23 16:21:28 +0000 2017] @VirginTrains It was only £10 to upgrade but it's the principle and the attitude.... only wanted a seat! || [C Sun Dec 03 11:20:43 +0000 2017] @227471 @VirginTrains Under their charter they refunded 5% of the journey cost. It was an absolute insult.",none,booking_ticket_issue,,high,[ADJUDICATED] Playful complimentary-upgrade ask; purchase bucket.,none,adjudicated
G200,VT-1303151-333085,1303157,@VirginTrains Are there any direct trains from Glasgow to Euston on 27th December?,[C Mon Oct 16 09:46:20 +0000 2017] @VirginTrains Thankfully I booked my ticket on 30th Sept. £100 more expensive today. Wrong info about advance ticket sales given. 1/2 https://t.co/kXS65t7ORM || [C Mon Oct 16 09:56:45 +0000 2017] @VirginTrains @120576 Are there any west coast trains on the 27th Dec?,[C Sat Sep 30 18:41:41 +0000 2017] @VirginTrains When do advance tickets go on sale though?,none,live_departure_info,,high,[ADJUDICATED] Direct-trains timetable question.,none,adjudicated
G201,VT-529461-242595,529464,@VirginTrains my service from Watford junction to Manchester was cancelled. Can you please tell me the easiest way to get there? Thank you,,[C Sat Dec 02 09:07:00 +0000 2017] @VirginTrains I’m on the 0840 service from Euston to Manchester. || [C Sun Dec 03 07:41:01 +0000 2017] @VirginTrains For the second time in 2 days I’m delayed. Can you please tell me how to get from Manchester to London before 12? My son has a party,cancellation_status;general_feedback,rebooking_alternative_route,cancellation_status,high,Cancelled service; explicit easiest-way ask. Replacement for G068.,none,adjudicated
G202,VT-1723490-521363,1723492,@VirginTrains I booked tickets on your website for Edinburgh to London on Friday 3rd and train was cancelled where do I claim a refund?,,"[C Tue Nov 07 10:05:31 +0000 2017] @VirginTrains I had first class tickets on the 1pm train and we had to get a later train that was also late so messed up our travel plans || [C Tue Nov 07 10:15:52 +0000 2017] @VirginTrains That just takes me to a page about how to save on tickets, I can't see anywhere to make a claim",cancellation_status;refund_delay_repay;booking_ticket_issue,refund_delay_repay,cancellation_status,high,Cancelled train; explicit where-to-claim ask. Replacement for G048.,none,adjudicated
G203,VT-2271397-301397,2271400,"@VirginTrains I’m taking a day trip with 3 mates for my birthday today, but the 12.23 from EUS&gt;COV has been cancelled. Next is 12.43...",,"[C Sat Nov 11 12:07:05 +0000 2017] @VirginTrains @VirginTrains ...so we’ll miss our connecting train, &amp; prob won’t find 4 seats as reserved 😢. Anything u can sort to ensure we sit together? || [C Sat Nov 11 12:20:36 +0000 2017] @VirginTrains Done, thank you.",cancellation_status,cancellation_status,,medium,Cancelled-service report trailing off; seat ask comes later. Replacement for G071.,none,adjudicated
G204,VT-788850-308114,788854,"@virgintrains Thanks for Delay Repay scheme email, would prefer voucher instead of credit card refund. How can I update this?",,"[C Thu Oct 12 11:06:43 +0000 2017] @VirginTrains It is being done automatically from the email I recieved this morning, didn't have to manually submit.",delay_status;rebooking_alternative_route;refund_delay_repay;general_feedback,refund_delay_repay,,high,Voucher-vs-refund payment ask. Replacement for G112.,none,adjudicated
